CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00208,Female,0,65,Month-to-month,No,Credit card (automatic),85.69,5569.85,Yes
CUST_00209,Female,0,29,Month-to-month,No,Mailed check,71.66,2078.14,No
CUST_00210,Male,0,19,One year,No,Electronic check,82.2,1561.8,Yes
CUST_00211,Male,0,3,Month-to-month,No,Mailed check,93.0,279.0,No
CUST_00212,Male,0,36,Month-to-month,Yes,Bank transfer (automatic),56.03,2017.08,No
CUST_00213,Male,0,43,Month-to-month,Yes,Bank transfer (automatic),87.47,3761.21,Yes
CUST_00214,Male,0,15,Month-to-month,Yes,Credit card (automatic),56.78,851.7,No
CUST_00215,Male,0,41,Month-to-month,Yes,Mailed check,65.3,2677.3,No
CUST_00216,Male,0,36,Month-to-month,Yes,Electronic check,60.67,2184.12,Yes
CUST_00217,Female,0,33,Month-to-month,No,Electronic check,60.38,1992.54,Yes
CUST_00218,Male,1,5,One year,No,Credit card (automatic),70.82,354.1,No
CUST_00219,Female,0,14,One year,No,Credit card (automatic),68.18,954.52,No
CUST_00220,Male,0,68,Month-to-month,Yes,Mailed check,60.56,4118.08,No
CUST_00221,Male,1,47,Month-to-month,No,Credit card (automatic),109.41,5142.27,Yes
CUST_00222,Male,0,54,Month-to-month,No,Credit card (automatic),75.31,4066.74,No
CUST_00223,Female,0,4,Month-to-month,No,Credit card (automatic),55.82,223.28,Yes
CUST_00224,Female,0,9,Month-to-month,Yes,Bank transfer (automatic),57.23,515.07,Yes
CUST_00225,Female,0,53,Month-to-month,Yes,Mailed check,85.03,4506.59,No
CUST_00226,Female,0,60,One year,No,Electronic check,88.95,5337.0,No
CUST_00227,Male,0,46,One year,Yes,Electronic check,68.6,3155.6,Yes
CUST_00228,Female,0,54,Month-to-month,No,Mailed check,106.94,5774.76,Yes
CUST_00229,Male,0,37,Month-to-month,No,Credit card (automatic),76.65,2836.05,Yes
CUST_00230,Male,0,23,One year,No,Credit card (automatic),61.79,1421.17,No
CUST_00231,Female,0,27,Two year,No,Electronic check,55.0,1485.0,No
CUST_00232,Female,0,70,Two year,No,Bank transfer (automatic),64.87,4540.9,No
CUST_00233,Female,0,66,One year,No,Mailed check,58.38,3853.08,Yes
CUST_00234,Female,1,61,Month-to-month,Yes,Credit card (automatic),101.83,6211.63,No
CUST_00235,Female,1,51,Month-to-month,Yes,Bank transfer (automatic),51.76,2639.76,No
CUST_00236,Female,0,50,Two year,Yes,Bank transfer (automatic),51.99,2599.5,No
CUST_00237,Female,1,19,Month-to-month,Yes,Credit card (automatic),80.66,1532.54,No
CUST_00238,Female,0,1,Two year,Yes,Mailed check,60.35,60.35,No
CUST_00239,Male,1,40,One year,Yes,Mailed check,53.8,2152.0,No
CUST_00240,Female,0,32,One year,No,Electronic check,61.37,1963.84,Yes
CUST_00241,Female,0,22,Month-to-month,Yes,Electronic check,79.07,1739.54,Yes
CUST_00242,Male,0,66,One year,Yes,Mailed check,74.35,4907.1,No
CUST_00243,Female,0,40,Month-to-month,No,Credit card (automatic),96.41,3856.4,Yes
CUST_00244,Male,0,38,Month-to-month,No,Mailed check,94.27,3582.26,No
CUST_00245,Male,0,48,Month-to-month,No,Electronic check,70.49,3383.52,No
CUST_00246,Female,0,55,Two year,No,Electronic check,79.97,4398.35,No
CUST_00247,Male,0,55,One year,Yes,Electronic check,82.43,4533.65,No
CUST_00248,Male,0,51,Month-to-month,Yes,Mailed check,65.6,3345.6,No
CUST_00249,Male,0,60,Month-to-month,Yes,Mailed check,61.71,3702.6,No
CUST_00250,Male,0,8,One year,Yes,Credit card (automatic),55.7,445.6,No
CUST_00251,Female,0,68,One year,Yes,Electronic check,62.62,4258.16,No
CUST_00252,Male,0,72,One year,No,Bank transfer (automatic),82.54,5942.88,No
CUST_00253,Female,0,9,One year,Yes,Bank transfer (automatic),78.92,710.28,Yes
CUST_00254,Male,0,2,Month-to-month,Yes,Credit card (automatic),101.07,202.14,Yes
CUST_00255,Male,1,70,One year,Yes,Credit card (automatic),53.6,3752.0,No
CUST_00256,Male,0,59,Month-to-month,No,Electronic check,85.61,5050.99,No
CUST_00257,Male,0,19,Two year,Yes,Mailed check,44.16,839.04,Yes
CUST_00258,Female,1,28,One year,Yes,Mailed check,45.45,1272.6,Yes
CUST_00259,Female,0,72,Month-to-month,Yes,Bank transfer (automatic),91.05,6555.6,No
CUST_00260,Male,0,14,Month-to-month,Yes,Electronic check,58.58,820.12,No
CUST_00261,Male,0,24,Two year,Yes,Bank transfer (automatic),63.38,1521.12,No
CUST_00262,Female,0,44,Month-to-month,Yes,Bank transfer (automatic),88.88,3910.72,No
CUST_00263,Male,0,56,Month-to-month,Yes,Electronic check,98.61,5522.16,No
CUST_00264,Male,0,51,One year,No,Credit card (automatic),46.98,2395.98,No
CUST_00265,Male,0,32,Month-to-month,Yes,Bank transfer (automatic),97.01,3104.32,No
CUST_00266,Female,1,50,Two year,No,Credit card (automatic),79.96,3998.0,No
CUST_00267,Female,0,41,Month-to-month,Yes,Mailed check,101.06,4143.46,No
CUST_00268,Female,0,66,Two year,Yes,Bank transfer (automatic),67.59,4460.94,No
CUST_00269,Male,0,25,Month-to-month,Yes,Electronic check,89.73,2243.25,No
CUST_00270,Male,0,61,Month-to-month,Yes,Credit card (automatic),75.31,4593.91,No
CUST_00271,Female,0,66,Two year,Yes,Mailed check,66.53,4390.98,No
CUST_00272,Female,0,42,One year,Yes,Mailed check,76.21,3200.82,No
CUST_00273,Female,0,65,Month-to-month,No,Bank transfer (automatic),87.89,5712.85,No
CUST_00274,Female,0,36,Month-to-month,No,Mailed check,97.78,3520.08,Yes
CUST_00275,Male,0,9,One year,No,Electronic check,62.44,2304.2200000000003,Yes
CUST_00276,Female,0,36,One year,Yes,Bank transfer (automatic),46.06,1658.16,No
CUST_00277,Male,0,38,Two year,No,Mailed check,57.95,2202.1,No
CUST_00278,Female,0,33,Two year,Yes,Electronic check,43.25,1427.25,Yes
CUST_00279,Male,0,42,One year,No,Credit card (automatic),59.22,2487.24,No
CUST_00280,Female,0,61,Month-to-month,Yes,Credit card (automatic),51.04,3113.44,No
CUST_00281,Female,0,46,Month-to-month,Yes,Bank transfer (automatic),72.97,3356.62,No
CUST_00282,Female,0,61,One year,No,Electronic check,80.44,4906.84,No
CUST_00283,Female,1,18,Month-to-month,No,Mailed check,82.56,1486.08,No
CUST_00284,Male,0,70,Month-to-month,Yes,Bank transfer (automatic),50.59,3541.3,No
CUST_00285,Female,1,15,Month-to-month,Yes,Bank transfer (automatic),78.19,1172.85,No
CUST_00286,Male,0,48,Month-to-month,Yes,Mailed check,67.49,3239.52,No
CUST_00287,Male,1,72,Month-to-month,No,Electronic check,78.65,5662.8,Yes
CUST_00288,Male,0,13,Month-to-month,Yes,Mailed check,74.28,965.64,No
CUST_00289,Male,1,43,Two year,No,Credit card (automatic),76.6,3293.8,No
CUST_00290,Female,1,60,Month-to-month,Yes,Bank transfer (automatic),52.47,3148.2,No
CUST_00291,Male,0,57,Month-to-month,Yes,Credit card (automatic),91.02,5188.14,No
CUST_00292,Male,1,71,Month-to-month,No,Bank transfer (automatic),101.06,7175.26,No
CUST_00293,Male,0,17,One year,Yes,Mailed check,87.96,1495.32,No
CUST_00294,Female,0,50,Month-to-month,Yes,Electronic check,235.61284072331463,3033.0,Yes
CUST_00295,Female,0,32,One year,Yes,Mailed check,66.57,2130.24,Yes
CUST_00296,Female,0,22,Two year,No,Credit card (automatic),32.18,707.96,Yes
CUST_00297,Female,0,55,Month-to-month,No,Electronic check,79.95,4397.25,Yes
CUST_00298,Male,0,57,Month-to-month,No,Electronic check,57.53,3279.21,Yes
CUST_00299,Male,1,13,Month-to-month,No,Bank transfer (automatic),100.27,1303.51,No
CUST_00300,Female,0,47,Two year,No,Electronic check,35.69,1677.43,No
CUST_00301,Male,0,62,Two year,Yes,Bank transfer (automatic),55.66,3450.92,No
CUST_00302,Male,1,54,Two year,Yes,Electronic check,56.05,3026.7,No
CUST_00303,Male,1,29,Month-to-month,No,Electronic check,108.3,3140.7,No
CUST_00304,Female,1,22,Two year,No,Bank transfer (automatic),62.75,1380.5,No
CUST_00305,Female,0,65,Month-to-month,Yes,Electronic check,67.27,4372.55,No
CUST_00306,Male,1,29,Month-to-month,Yes,Mailed check,64.45,1869.05,No
CUST_00307,Female,0,48,Two year,Yes,Electronic check,36.41,1747.68,No
CUST_00308,Female,0,5,Two year,Yes,Credit card (automatic),67.83,339.15,No
CUST_00309,Female,0,35,Month-to-month,Yes,Bank transfer (automatic),91.45,3200.75,Yes
CUST_00310,Female,0,71,Month-to-month,No,Bank transfer (automatic),86.59,6147.89,No
CUST_00311,Female,0,46,Month-to-month,Yes,Mailed check,52.45,2412.7,No
CUST_00312,Male,0,35,Month-to-month,No,Credit card (automatic),95.77,3351.95,No
CUST_00313,Female,0,45,Month-to-month,No,Electronic check,88.51,3982.95,Yes
CUST_00314,Male,0,13,Two year,No,Mailed check,78.19,1016.47,No
CUST_00315,Male,0,10,One year,Yes,Electronic check,69.36,693.6,Yes
CUST_00316,Female,0,66,Two year,Yes,Mailed check,45.2,2983.2,No
CUST_00317,Male,0,70,Two year,Yes,Bank transfer (automatic),49.08,3435.6,No
CUST_00318,Male,0,72,One year,Yes,Credit card (automatic),48.79,3512.88,No
CUST_00319,Male,0,25,Two year,Yes,Bank transfer (automatic),66.15,1653.75,No
CUST_00320,Female,0,44,One year,No,Mailed check,75.39,3317.16,No
CUST_00321,Female,1,60,Month-to-month,Yes,Electronic check,62.04,3722.4,No
CUST_00322,Male,0,47,One year,No,Credit card (automatic),47.92,2252.24,No
CUST_00323,Female,0,40,One year,No,Electronic check,43.85,1754.0,No
CUST_00324,Female,0,7,Two year,No,Bank transfer (automatic),75.6,529.2,No
CUST_00325,Female,0,46,Two year,No,Electronic check,41.65,1915.9,No
CUST_00326,Female,0,23,Month-to-month,Yes,Mailed check,70.65,1624.95,No
CUST_00327,Male,0,46,Two year,No,Credit card (automatic),44.03,2025.38,No
CUST_00328,Male,0,13,Month-to-month,Yes,Credit card (automatic),74.82,972.66,Yes
CUST_00329,Female,0,21,Two year,No,Credit card (automatic),65.7,1379.7,Yes
CUST_00330,Female,0,1,Month-to-month,Yes,Mailed check,102.24,102.24,No
CUST_00331,Male,0,19,Month-to-month,Yes,Electronic check,60.96,1158.24,No
CUST_00332,Male,0,60,Month-to-month,Yes,Credit card (automatic),91.18,5470.8,Yes
